HMDB_ID,Name,MF,Exact_Mass,category
HMDB0006288,All trans decaprenyl diphosphate,C50H90O7P2,864.6161783,0
HMDB0006290,Alpha-Linolenoyl-CoA,C39H64N7O17P3S,1027.329224,0
HMDB0006292,Chenodeoxycholoyl-CoA,C45H74N7O19P3S,1141.397303,0
HMDB0006294,16-Hydroxy hexadecanoic acid,C16H32O3,272.2351449,0
HMDB0006317,trans-Hexadec-2-enoyl carnitine,C23H43NO4,397.3192089,0
HMDB0006318,Gamma-linolenyl carnitine,C25H43NO4,421.3192089,0
HMDB0006320,"2,6 Dimethylheptanoyl carnitine",C16H31NO4,301.2253085,0
HMDB0006321,"Docosa-4,7,10,13,16-pentaenoyl carnitine",C29H47NO4,473.350509,0
HMDB0006322,Tetracosapentaenoic acid (24:5n-6),C24H38O2,358.2871805,0
HMDB0006327,Alpha-Tocotrienol,C29H44O2,424.3341307,0
HMDB0006336,ADP-ribose 2'-phosphate,C15H24N5O17P3,639.0380039,0
HMDB0006343,Selenocystathionine,C7H14N2O4Se,270.0118788,0
HMDB0006344,Alpha-N-Phenylacetyl-L-glutamine,C13H16N2O4,264.111007,0
HMDB0006345,L-Citramalyl-CoA,C26H42N7O20P3S,897.141817,0
HMDB0006347,Hexacosanoyl carnitine,C33H65NO4,539.4913596,0
HMDB0006348,Pseudoecgonine,C9H15NO3,185.1051934,0
HMDB0006354,Deoxythymidine diphosphate-l-rhamnose,C16H26N2O15P2,548.0808412,0
HMDB0006357,cis-2-Methylaconitate,C7H8O6,188.032088,0
HMDB0006372,L-Glyceric acid,C3H6O4,106.0266087,0
HMDB0006402,3-Oxohexadecanoyl-CoA,C37H64N7O18P3S,1019.324139,0
HMDB0006403,Pseudoecgonyl-CoA,C30H49N8O18P3S,934.209837,0
HMDB0006404,Decanoyl-CoA (n-C10:0CoA),C31H54N7O17P3S,921.2509736,0
HMDB0006406,Ecgonine methyl ester,C10H17NO3,199.1208434,0
HMDB0006408,4-Hydroxy tolbutamide,C12H18N2O4S,286.0987278,0
HMDB0006409,Tyramine-O-sulfate,C8H11NO4S,217.0408785,0
HMDB0006455,Arachidonyl carnitine,C31H53NO4,503.3974592,0
HMDB0006456,N-Acetyl-L-glutamyl 5-phosphate,C7H12NO8P,269.0300529,0
HMDB0006459,Hexacosanoyl-CoA,C47H86N7O17P3S,1145.501375,0
HMDB0006460,Arachidyl carnitine,C27H53NO4,455.3974592,0
HMDB0006461,Linoelaidyl carnitine,C25H45NO4,423.3348589,0
HMDB0006462,Homocysteinesulfinic acid,C4H9NO4S,167.0252285,0
HMDB0006463,Stearidonyl carnitine,C25H41NO4,419.3035588,0
HMDB0006465,Leukotriene F4,C28H44N2O8S,568.2818371,0
HMDB0006467,4-hydroxybenzoyl-CoA,C28H40N7O18P3S,887.1363377,0
HMDB0006468,4-Hydroxydebrisoquine,C10H13N3O,191.1058621,0
HMDB0006472,Calcitroic acid,C23H34O4,374.2457096,0
HMDB0006478,Iso-Valeraldehyde,C5H10O,86.07316494,0
HMDB0006482,LysoSM(d18:1),C23H49N2O5P,464.3379093,0
HMDB0006484,"2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",C58H88O4,848.6682613,0
HMDB0006485,10-Formyldihydrofolate,C20H21N7O7,471.1502461,0
HMDB0006487,Pentaglutamyl folate,C39H47N11O18,957.3100538,0
HMDB0006488,N-Acetyl-L-glutamate 5-semialdehyde,C7H11NO4,173.0688078,0
HMDB0006492,4-Nitrophenyl sulfate,C6H5NO6S,218.9837576,0
HMDB0006497,Heptadecanoyl CoA,C38H68N7O17P3S,1019.360524,0
HMDB0006498,3-Oxooctadecanoyl-CoA,C39H68N7O18P3S,1047.355439,0
HMDB0006503,Phenylacetyl-CoA,C29H42N7O17P3S,885.1570732,0
HMDB0006508,Retinoyl CoA,C41H62N7O17P3S,1049.313574,0
HMDB0006509,Nervonyl carnitine,C6H15N,101.1204495,0
HMDB0006510,Cervonyl carnitine,C29H45NO4,471.3348589,0
HMDB0006512,3-Mercaptolactate-cysteine disulfide,C6H11NO5S2,241.0078638,0
HMDB0006514,Timnodonyl CoA,C41H64N7O17P3S,1051.329224,0
HMDB0006516,Tetracosatetraenoyl CoA,C45H74N7O17P3S,1109.407474,0
HMDB0006519,Stearidonoyl CoA,C39H62N7O17P3S,1025.313574,0
HMDB0006523,Arachidonyl-CoA,C41H66N7O17P3S,1053.344874,0
HMDB0006524,3-Indoleacetonitrile,C10H8N2,156.0687483,0
HMDB0006526,Tetracosanoyl-CoA,C45H82N7O17P3S,1117.470074,0
HMDB0006537,(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine,C26H45NO21,707.2484075,0
HMDB0006543,Debrisoquine,C10H13N3,175.1109474,0
HMDB0006552,Aflatoxin B1,C17H12O6,312.0633881,0
HMDB0006555,dIMP,C10H13N4O7P,332.0521853,0
HMDB0006558,"2,3-Epoxyaflatoxin B1",C17H12O7,328.0583027,0
HMDB0006559,Heptaglutamyl folic acid,C54H68N14O27,1344.437833,0
HMDB0006563,Hexaglutamyl folate,C44H54N12O21,1086.352647,0
HMDB0006565,Sialyl-Lewis X,C31H52N2O23,820.296086,0
HMDB0006576,Lacto-N-fucopentaose III,C32H55NO25,853.3063163,0
HMDB0006587,Lactodifucotetraose,C24H42O19,634.2320292,0
HMDB0006588,Disialosyl galactosyl globoside,C36H59N3O27,965.3335937,0
HMDB0006589,Sialyllacto-N-tetraose a,C37H62N2O29,998.343824,0
HMDB0006590,2-O-a-L-Fucopyranosyl-galactose,C12H22O10,326.1212969,0
HMDB0006591,Lactosamine,C12H23NO10,341.132196,0
HMDB0006592,Lacto-N-triaose,C20H35NO16,545.1955841,0
HMDB0006594,Disialyllacto-N-tetraose,C48H79N3O37,1289.439241,0
HMDB0006595,Alpha-Trisaccharide,C20H37NO14,515.2214049,0
HMDB0006598,Isoglobotriaose,C19H34O15,502.1897704,0
HMDB0006602,Lacto-N-hexaose,C40H68N2O31,1072.380603,0
HMDB0006605,Sialyl Lewis<sup>a</sup> penta,C43H72N2O33,1144.401733,0
HMDB0006606,3'-Sialyl-3-fucosyllactose,C29H49NO23,779.2695369,0
HMDB0006607,3'-Sialyllactosamine,C23H40N2O18,632.2276125,0
HMDB0006611,Alpha-Heptasaccharide,C46H78N2O34,1202.443598,0
HMDB0006612,Monofucosyllacto-N-hexaose,C46H78N2O35,1218.438512,0
HMDB0006621,Trifucosyllacto-N-hexaose,C58H98N2O43,1510.55433,0
HMDB0006625,Neu5Ac(2->3)Gal(1->4)GlcNAc(1->2) Man(1->3)Neu5Ac(2->3)Gal(1->4)GlcNAc(1->2)Man(1->6)Man(1->4)GlcNAc(1->4)GlcNAc,C84H138N6O62,2222.783005,0
HMDB0006627,Sialyl Lex tetra,C37H62N2O28,982.3489094,0
HMDB0006650,Lacto-N-decaose,C95H168N4O23,1733.209938,0
HMDB0006668,O-(N-acetyl-alpha-neuraminosyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->3)-O-beta-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->3)-O-beta-D-galactopyranosyl-(1->4)- D-Gluc,C51H85N3O39,1363.47602,0
HMDB0006669,O-6-deoxy-alpha-L-galactopyranosyl-(1->3)-O-[O-6-deoxy-alpha-L-galactopyranosyl-(1->4)-O-[O-6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)]-O-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)]-O-2-,C57H95N3O43,1509.533929,0
HMDB0006676,Disialyllacto-N-fucopentaose II,C54H89N3O41,1435.497149,0
HMDB0006677,Neu5Aca2-3Galb1-3GlcN(Neu5Aca2-6)(Fuca1-4)Acb1-3Galb1-4Glc,C53H89N3O39,1391.50732,0
HMDB0006680,Disialyllacto-N-hexaose II,C62H102N4O47,1654.571437,0
HMDB0006691,p-Lacto-N-octaose,C54H91N3O41,1437.512799,0
HMDB0006692,Disialyllactose,C34H56N2O27,924.3070446,0
HMDB0006695,Prolylhydroxyproline,C10H16N2O4,228.111007,0
HMDB0006707,Coenzyme Q9,C54H82O4,794.6213111,0
HMDB0006709,Ubiquinone-2,C19H26O4,318.1831093,0
HMDB0006710,Ubiquinone-4,C29H42O4,454.3083098,0
HMDB0006725,CE(14:0),C41H72O2,596.5532315,0
HMDB0006726,"CE(20:4(5Z,8Z,11Z,14Z))",C47H76O2,672.5845317,0
HMDB0006727,CE(22:0),C49H88O2,708.6784321,0
HMDB0006728,CE(24:1(15Z)),C51H90O2,734.6940821,0
HMDB0006729,"CE(22:4(7Z,10Z,13Z,16Z))",C49H80O2,700.6158318,0
HMDB0006730,QYNAD,C25H35N7O11,609.239455,0
HMDB0006731,"CE(20:5(5Z,8Z,11Z,14Z,17Z)",C47H74O2,670.5688816,0
HMDB0006733,"CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C49H76O2,696.5845317,0
HMDB0006734,"CE(20:2(6Z,9Z))",C47H80O2,676.6158318,0
HMDB0006736,"CE(20:3(8Z,11Z,14Z))",C47H78O2,674.6001817,0
HMDB0006737,"CE(22:2(13Z,16Z))",C49H84O2,704.6471319,0
HMDB0006738,CE(19:0),C46H82O2,666.6314819,0
HMDB0006740,CE(20:0),C47H84O2,680.6471319,0
HMDB0006744,3-Carboxy-1-hydroxypropylthiamine diphosphate,C16H24N4O10P2S,526.0688372,0
HMDB0006752,Dihydroceramide,C19H39NO3,329.2929941,0
HMDB0006765,2-Methoxy-estradiol-17b 3-glucuronide,C25H34O9,478.2202827,0
HMDB0006766,Estriol-16-Glucuronide,C24H32O9,464.2046326,0
HMDB0006779,"Indole-5,6-quinone",C8H5NO2,147.0320284,0
HMDB0006790,Galactosylglycerol,C9H18O8,254.1001676,0
HMDB0006794,"5-(2'-Carboxyethyl)-4,6-Dihydroxypicolinate",C9H9NO6,227.042987,0
HMDB0006796,"P1,P4-Bis(5'-uridyl) tetraphosphate",C18H26N4O23P4,789.9938292,0
HMDB0006798,"1,4-b-D-Mannan",C60H102O51,1638.538799,0
HMDB0006801,2-Oxo-3-hydroxy-4-phosphobutanoic acid,C4H7O8P,213.9878537,0
HMDB0006802,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,215.0194882,0
HMDB0006803,2-Propyn-1-al,C3H2O,54.01056469,0
HMDB0006804,Propynoic acid,C3H2O2,70.00547931,0
HMDB0006805,Beta-Alanyl-CoA,C24H41N8O17P3S,838.1523222,0
HMDB0006806,Propinol adenylate,C13H18N5O8P,403.0892991,0
HMDB0006809,Nicotinate D-ribonucleoside,C11H13NO6,255.0742871,0
HMDB0006816,3-Hexaprenyl-4-hydroxybenzoic acid,C37H54O3,546.4072956,0
HMDB0006817,2-Hexaprenyl-6-methoxyphenol,C37H56O2,532.428031,0
HMDB0006819,"2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone",C38H56O3,560.4229457,0
HMDB0006821,"2,5-Diaminopyrimidine nucleoside triphosphate",C9H18N5O14P3,513.0063098,0
HMDB0006822,Formamidopyrimidine nucleoside triphosphate,C10H18N5O15P3,541.0012245,0
HMDB0006824,Dihydroneopterin phosphate,C9H14N5O7P,335.0630843,0
HMDB0006825,Tetrahydrofolyl-[Glu](2),C24H30N8O9,574.2135746,0
HMDB0006826,Tetrahydrofolyl-[Glu](n),C29H37N9O12,703.2561677,0
HMDB0006832,S-Glutaryldihydrolipoamide,C13H23NO4S2,321.1068496,0
HMDB0006834,D-Pantothenoyl-L-cysteine,C12H22N2O6S,322.1198571,0
HMDB0006836,Tetrahymanol,C30H52O,428.4018163,0
HMDB0006853,3-Butyn-1-al,C4H4O,68.02621475,0
HMDB0006865,3-Methyl-1-hydroxybutyl-ThPP,C17H28N4O8P2S,510.1103081,0
HMDB0006866,2-Methyl-1-hydroxypropyl-ThPP,C16H26N4O8P2S,496.0946581,0
HMDB0006867,S-(3-Methylbutanoyl)-dihydrolipoamide-E,C13H25NO2S2,291.1326704,0
HMDB0006868,S-(2-Methylpropionyl)-dihydrolipoamide-E,C12H23NO2S2,277.1170204,0
HMDB0006875,1-Pyrroline-2-carboxylic acid,C5H7NO2,113.0476785,0
HMDB0006880,Acetyl adenylate,C12H16N5O8P,389.073649,0
HMDB0006888,5b-Cyprinol sulfate,C27H48O8S,532.3069892,0
HMDB0006889,"3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA",C48H78N7O20P3S,1197.423518,0
HMDB0006890,"3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA",C48H80N7O21P3S,1215.434083,0
HMDB0006891,"3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA",C48H78N7O21P3S,1213.418433,0
HMDB0006893,"3a,7a-Dihydroxy-5b-cholestane",C27H48O2,404.3654308,0
HMDB0006895,"3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA",C48H78N7O19P3S,1181.428604,0
HMDB0006901,Heme A,C49FeH54N4O6,850.3392729,0
HMDB0006921,(S)-3-Hydroxy-N-methylcoclaurine,C18H21NO4,315.1470582,0
HMDB0006941,L-2-Aminoadipate adenylate,C16H23N6O10P,490.1213275,0
HMDB0006944,"1,4-beta-D-Glucan",C18H32O18,536.1588642,0
HMDB0006953,1-Phosphatidyl-D-myo-inositol,C11H19O13P,390.0563272,0
HMDB0006954,2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,C8H7NO4,181.0375077,0
HMDB0006955,"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate",C8H7NO5,197.0324223,0
HMDB0006968,CDP-DG(16:0/16:0),C44H81N3O15P2,953.5142929,0
HMDB0006969,CDP-DG(16:0/18:0),C46H85N3O15P2,981.545593,0
HMDB0006970,CDP-DG(16:0/18:1(11Z)),C46H83N3O15P2,979.529942,0
HMDB0006972,"CDP-DG(16:0/18:2(9Z,12Z))",C46H81N3O15P2,977.514292,0
HMDB0006973,"CDP-DG(16:0/20:4(5Z,8Z,11Z,14Z))",C48H81N3O15P2,1001.514292,0
HMDB0006975,"CDP-DG(16:0/22:3(10Z,13Z,16Z))",C50H87N3O15P2,1031.561242,0
HMDB0006976,"CDP-DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H81N3O15P2,1025.514292,0
HMDB0006978,CDP-DG(18:0/18:0),C48H89N3O15P2,1009.576893,0
HMDB0006979,CDP-DG(18:0/18:1(11Z)),C48H87N3O15P2,1007.561243,0
HMDB0006981,"CDP-DG(18:0/18:2(9Z,12Z))",C48H85N3O15P2,1005.545592,0
HMDB0006982,"CDP-DG(18:0/20:4(5Z,8Z,11Z,14Z))",C50H85N3O15P2,1029.545592,0
HMDB0006984,"CDP-DG(18:0/22:3(10Z,13Z,16Z))",C52H91N3O15P2,1059.592542,0
HMDB0006985,"CDP-DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H85N3O15P2,1053.545592,0
HMDB0006990,"CDP-DG(18:1(11Z)/18:2(9Z,12Z))",C48H83N3O15P2,1003.529942,0
HMDB0006991,"CDP-DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C50H83N3O15P2,1027.529942,0
HMDB0006993,"CDP-DG(18:1(11Z)/22:3(10Z,13Z,16Z))",C52H89N3O15P2,1057.576892,0
HMDB0006994,"CDP-DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H83N3O15P2,1051.529943,0
HMDB0007003,CPA(16:0/0:0),C19H37O6P,392.2327754,0
HMDB0007004,CPA(18:0/0:0),C21H41O6P,420.2640756,0
HMDB0007005,CPA(18:1(11Z)/0:0),C21H39O6P,418.2484255,0
HMDB0007007,"CPA(18:2(9Z,12Z)/0:0)",C21H37O6P,416.2327754,0
HMDB0007008,DG(14:0/14:0/0:0),C31H60O5,512.444075,0
HMDB0007009,DG(14:0/14:1(9Z)/0:0),C31H58O5,510.428425,0
HMDB0007010,DG(14:0/15:0/0:0),C32H62O5,526.4597251,0
HMDB0007011,DG(14:0/16:0/0:0),C33H64O5,540.4753752,0
HMDB0007012,DG(14:0/16:1(9Z)/0:0),C33H62O5,538.4597251,0
HMDB0007013,DG(14:0/18:0/0:0),C35H68O5,568.5066753,0
HMDB0007014,DG(14:0/18:1(11Z)/0:0),C35H66O5,566.4910252,0
HMDB0007016,"DG(14:0/18:2(9Z,12Z)/0:0)",C35H64O5,564.4753752,0
HMDB0007017,"DG(14:0/18:3(6Z,9Z,12Z)/0:0)",C35H62O5,562.4597251,0
HMDB0007019,"DG(14:0/18:4(6Z,9Z,12Z,15Z)/0:0)",C35H60O5,560.444075,0
HMDB0007020,DG(14:0/20:0/0:0),C37H72O5,596.5379754,0
HMDB0007021,DG(14:0/20:1(11Z)/0:0),C37H70O5,594.5223254,0
HMDB0007022,"DG(14:0/20:2(11Z,14Z)/0:0)",C37H68O5,592.5066753,0
HMDB0007023,"DG(14:0/20:3(5Z,8Z,11Z)/0:0)",C37H66O5,590.4910252,0
HMDB0007025,"DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)",C37H64O5,588.4753752,0
HMDB0007027,"DG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C37H62O5,586.4597251,0
HMDB0007028,DG(14:0/22:0/0:0),C39H76O5,624.5692755,0
HMDB0007029,DG(14:0/22:1(13Z)/0:0),C39H74O5,622.5536255,0
HMDB0007030,"DG(14:0/22:2(13Z,16Z)/0:0)",C39H72O5,620.5379754,0
HMDB0007031,"DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)",C39H68O5,616.5066753,0
HMDB0007032,"DG(14:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C39H66O5,614.4910252,0
HMDB0007034,"DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C39H64O5,612.4753752,0
HMDB0007035,DG(14:0/24:0/0:0),C41H80O5,652.6005757,0
HMDB0007036,DG(14:0/24:1(15Z)/0:0),C41H78O5,650.5849256,0
HMDB0007038,DG(14:1(9Z)/14:1(9Z)/0:0),C31H56O5,508.4127749,0
HMDB0007039,DG(14:1(9Z)/15:0/0:0),C32H60O5,524.444075,0
HMDB0007041,DG(14:1(9Z)/16:1(9Z)/0:0),C33H60O5,536.444075,0
HMDB0007048,"DG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/0:0)",C35H58O5,558.428425,0
HMDB0007056,"DG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C37H60O5,584.444075,0
HMDB0007059,"DG(14:1(9Z)/22:2(13Z,16Z)/0:0)",C39H70O5,618.5223254,0
HMDB0007063,"DG(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C39H62O5,610.4597251,0
HMDB0007065,DG(14:1(9Z)/24:1(15Z)/0:0),C41H76O5,648.5692755,0
HMDB0007069,DG(15:0/16:0/0:0),C34H66O5,554.4910252,0
HMDB0007070,DG(15:0/16:1(9Z)/0:0),C34H64O5,552.4753752,0
HMDB0007071,DG(15:0/18:0/0:0),C36H70O5,582.5223254,0
HMDB0007072,DG(15:0/18:1(11Z)/0:0),C36H68O5,580.5066753,0
HMDB0007074,"DG(15:0/18:2(9Z,12Z)/0:0)",C36H66O5,578.4910252,0
HMDB0007075,"DG(15:0/18:3(6Z,9Z,12Z)/0:0)",C36H64O5,576.4753752,0
HMDB0007077,"DG(15:0/18:4(6Z,9Z,12Z,15Z)/0:0)",C36H62O5,574.4597251,0
HMDB0007078,DG(15:0/20:0/0:0),C38H74O5,610.5536255,0
HMDB0007079,DG(15:0/20:1(11Z)/0:0),C38H72O5,608.5379754,0
HMDB0007080,"DG(15:0/20:2(11Z,14Z)/0:0)",C38H70O5,606.5223254,0
HMDB0007081,"DG(15:0/20:3(5Z,8Z,11Z)/0:0)",C38H68O5,604.5066753,0
HMDB0007083,"DG(15:0/20:4(5Z,8Z,11Z,14Z)/0:0)",C38H66O5,602.4910252,0
HMDB0007085,"DG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C38H64O5,600.4753752,0
HMDB0007086,DG(15:0/22:0/0:0),C40H78O5,638.5849256,0
HMDB0007087,DG(15:0/22:1(13Z)/0:0),C40H76O5,636.5692755,0
HMDB0007088,"DG(15:0/22:2(13Z,16Z)/0:0)",C40H74O5,634.5536255,0
HMDB0007089,"DG(15:0/22:4(7Z,10Z,13Z,16Z)/0:0)",C40H70O5,630.5223254,0
HMDB0007090,"DG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C40H68O5,628.5066753,0
HMDB0007092,"DG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C40H66O5,626.4910252,0
HMDB0007093,DG(15:0/24:0/0:0),C42H82O5,666.6162257,0
HMDB0007094,DG(15:0/24:1(15Z)/0:0),C42H80O5,664.6005757,0
HMDB0007118,"DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)",C41H72O5,644.5379754,0
HMDB0007119,"DG(16:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C41H70O5,642.5223254,0
HMDB0007121,"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C41H68O5,640.5066753,0
HMDB0007122,DG(16:0/24:0/0:0),C43H84O5,680.6318758,0
HMDB0007123,DG(16:0/24:1(15Z)/0:0),C43H82O5,678.6162257,0
HMDB0007146,"DG(16:1(9Z)/22:2(13Z,16Z)/0:0)",C41H74O5,646.5536255,0
HMDB0007150,"DG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C41H66O5,638.4910252,0
HMDB0007152,DG(16:1(9Z)/24:1(15Z)/0:0),C43H80O5,676.6005757,0
HMDB0007176,"DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)",C43H76O5,672.5692755,0
HMDB0007177,"DG(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C43H74O5,670.5536255,0
HMDB0007179,"DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H72O5,668.5379754,0
HMDB0007180,DG(18:0/24:0/0:0),C45H88O5,708.6631759,0
HMDB0007181,DG(18:0/24:1(15Z)/0:0),C45H86O5,706.6475259,0
HMDB0007204,"DG(18:1(11Z)/22:2(13Z,16Z)/0:0)",C43H78O5,674.5849256,0
HMDB0007208,"DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H70O5,666.5223254,0
HMDB0007210,DG(18:1(11Z)/24:1(15Z)/0:0),C45H84O5,704.6318758,0
HMDB0007266,"DG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H68O5,664.5066753,0
HMDB0007268,"DG(18:2(9Z,12Z)/24:1(15Z)/0:0)",C45H82O5,702.6162257,0
HMDB0007288,"DG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C41H64O5,636.4753752,0
HMDB0007295,"DG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H66O5,662.4910252,0
HMDB0007297,"DG(18:3(6Z,9Z,12Z)/24:1(15Z)/0:0)",C45H80O5,700.6005757,0
HMDB0007338,"DG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/0:0)",C39H60O5,608.444075,0
HMDB0007346,"DG(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C41H62O5,634.4597251,0
HMDB0007353,"DG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H64O5,660.4753752,0
HMDB0007355,"DG(18:4(6Z,9Z,12Z,15Z)/24:1(15Z)/0:0)",C45H78O5,698.5849256,0
HMDB0007382,"DG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H76O5,696.5692755,0
HMDB0007383,DG(20:0/24:0/0:0),C47H92O5,736.6944761,0
HMDB0007384,DG(20:0/24:1(15Z)/0:0),C47H90O5,734.678826,0
HMDB0007411,"DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H74O5,694.5536255,0
HMDB0007413,DG(20:1(11Z)/24:1(15Z)/0:0),C47H88O5,732.6631759,0
HMDB0007440,"DG(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H72O5,692.5379754,0
HMDB0007442,"DG(20:2(11Z,14Z)/24:1(15Z)/0:0)",C47H86O5,730.6475259,0
HMDB0007469,"DG(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H70O5,690.5223254,0
HMDB0007471,"DG(20:3(5Z,8Z,11Z)/24:1(15Z)/0:0)",C47H84O5,728.6318758,0
HMDB0007527,"DG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H68O5,688.5066753,0
HMDB0007529,"DG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/0:0)",C47H82O5,726.6162257,0
HMDB0007585,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C45H66O5,686.4910252,0
HMDB0007587,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)/0:0)",C47H80O5,724.6005757,0
HMDB0007615,DG(22:0/24:0/0:0),C49H96O5,764.7257762,0
HMDB0007616,DG(22:0/24:1(15Z)/0:0),C49H94O5,762.7101261,0
HMDB0007643,"DG(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H78O5,722.5849256,0
HMDB0007645,DG(22:1(13Z)/24:1(15Z)/0:0),C49H92O5,760.6944761,0
HMDB0007672,"DG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H76O5,720.5692755,0
HMDB0007674,"DG(22:2(13Z,16Z)/24:1(15Z)/0:0)",C49H90O5,758.678826,0
HMDB0007699,"DG(22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C47H74O5,718.5536255,0
HMDB0007701,"DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H72O5,716.5379754,0
HMDB0007702,"DG(22:4(7Z,10Z,13Z,16Z)/24:0/0:0)",C49H88O5,756.6631759,0
HMDB0007703,"DG(22:4(7Z,10Z,13Z,16Z)/24:1(15Z)/0:0)",C49H86O5,754.6475259,0
HMDB0007730,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H70O5,714.5223254,0
HMDB0007732,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z)/0:0)",C49H84O5,752.6318758,0
HMDB0007788,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H68O5,712.5066753,0
HMDB0007790,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z)/0:0)",C49H82O5,750.6162257,0
HMDB0007818,DG(24:0/24:0/0:0),C51H100O5,792.7570763,0
HMDB0007819,DG(24:0/24:1(15Z)/0:0),C51H98O5,790.7414262,0
HMDB0007848,DG(24:1(15Z)/24:1(15Z)/0:0),C51H96O5,788.7257762,0
