"ID","mz","MF","Name","category"
3411,314.0837464,"C15H14N4O2S","Sulfaphenazole",0
3412,314.1001676,"C14H18O8","Vanilloside",0
3413,314.1127383,"C14H14N6O3","7,8-Dihydropteroic acid",0
3414,314.1154237,"C18H18O5","(-)-3,4,9-Trimethoxypterocarpan",0
3415,314.1412613,"C13H22N4O3S","Ranitidine",0
3416,314.1518092,"C19H22O4","Menadiol dibutyrate",0
3417,314.1549765,"C19H23ClN2","Clomipramine",0
3418,314.1729386,"C16H26O6","(-)-trans-Carveol glucoside",0
3419,314.1816695,"C19H26N2S","Pergolide",0
3420,314.1881947,"C20H26O3","4-oxo-Retinoic acid",0
3421,314.1994281,"C19H26N2O2","Rhazidigenine Nb-oxide",0
3422,314.2120041,"C20H28NO2","2-Undecyl-4(1H)-quinolinone N-oxide",0
3423,314.2245802,"C21H30O2","Progesterone",0
3424,314.2457096,"C18H34O4","Octadecanedioic acid",0
3425,314.2609657,"C22H34O","13-HDoHE",0
3426,314.2820951,"C19H38O3","3-hydroxypristanic acid",0
3427,314.3184806,"C20H42O2","1,20-Eicosanediol",0
3428,315.0273909,"C14H9ClF3NO2","Efavirenz",0
3429,315.0410689,"C15H10ClN3O3","Clonazepam",0
3430,315.067762,"C15H13N3O3S","Oxfendazole",0
3431,315.0742872,"C16H13NO6","Avenanthramide C",0
3432,315.084848,"C18H18ClNS","Chlorprothixene",0
3433,315.1041475,"C16H17N3O2S","(1R*,3R*,3'S*)-1,2,3,4-Tetrahydro-1-(2-thio-3-pyrrolidinyl)-beta-carboline-3-carboxylic acid",0
3434,315.1106727,"C17H17NO5","Citpressine II",0
3435,315.1291167,"C10H17N7O5","Neosaxitoxin",0
3436,315.1470582,"C18H21NO4","(S)-3-Hydroxy-N-methylcoclaurine",0
3437,315.1656851,"C19H25NOS","Rotigotine",0
3438,315.1695249,"C16H21N5O2","Alizapride",0
3439,315.1834437,"C19H25NO3","Mitiglinide",0
3440,315.1946771,"C18H25N3O2","Saxagliptin",0
3441,315.2158064,"C15H29N3O4","Val-Val-Val",0
3442,315.2409585,"C17H33NO4","Decanoylcarnitine",0
3443,315.2773441,"C18H37NO3","Dehydrophytosphingosine",0
3444,316.0583027,"C16H12O7","Isorhamnetin",0
3445,316.06147,"C16H13ClN2O3","4'-Hydroxyclobazam",0
3446,316.0729074,"C12H16N2O6S","2-S-cysteinyl-DOPA",0
3447,316.0794321,"C13H16O9","3,4,5-trihydroxy-6-(2-hydroxy-3-methoxyphenoxy)oxane-2-carboxylic acid",0
3448,316.0946882,"C17H16O6","Homoferreirin",0
3449,316.1158176,"C14H20O8","Vanilloloside",0
3450,316.1310738,"C18H20O5","Verimol B",0
3451,316.134241,"C18H21ClN2O","8-Hydroxydesmethylclomipramine",0
3452,316.1522031,"C15H24O7","10-Hydroxy-8-nor-2-fenchanone glucoside",0
3453,316.1569113,"C13H24N4O3S","Timolol",0
3454,316.1674593,"C19H24O4","Isopulegone caffeate",0
3455,316.1885886,"C16H28O6","Neryl glucoside",0
3456,316.2038448,"C20H28O3","2-Methoxyestradiol-3-methylether",0
3457,316.2402303,"C21H32O2","Pregnenolone",0
3458,316.2613596,"C18H36O4","MG(0:0/15:0/0:0)",0
3459,316.2977451,"C19H40O3","1,2,4-Nonadecanetriol",0
3460,317.0623404,"C12H10F3N3O4","Nilutamide",0
3461,317.0661278,"C16H13O7","3,5,6,7-tetrahydroxy-2-(4-hydroxy-3-methoxyphenyl)-8aH-chromen-8a-yl",0
3462,317.0688078,"C19H11NO4","Norsanguinarine",0
3463,317.0980163,"C11H19N5O2S2","N2-Monodes-methylnizatidine",0
3464,317.1223,"C12H19N3O7","N-(1-Deoxy-1-fructosyl)histidine",0
3465,317.1263227,"C17H19NO5","Piplartine",0
3466,317.1375561,"C16H19N3O4","Hydroxyprolyl-Tryptophan",0
3467,317.1627082,"C18H23NO4","Arbutamine",0
3468,317.1739416,"C17H23N3O3","Isoleucyl-Tryptophan",0
3469,317.1910276,"C20H28ClN","Terodiline hydrochloride",0
3470,317.1990937,"C19H27NO3","Nateglinide",0
3471,317.2143499,"C23H27N","Butenafine",0
3472,317.2202231,"C16H31NO5","3-hydroxynonanoyl carnitine",0
3473,317.2718647,"C21H35NO","Tridihexethyl",0
3474,317.2929941,"C18H39NO3","Phytosphingosine",0
3475,317.9283594,"C7H9ClO6P2S","Tiludronate",0
3476,317.928509,"C12H6Cl4N2","3,3',4,4'-Tetrachloroazobenzene",0
3477,317.9536611,"C14H10Cl4","Mitotane",0
3478,318.0375673,"C15H10O8","Myricetin",0
3479,318.0409386,"C12H14O8S","{[3-(6,7-dimethoxy-2H-1,3-benzodioxol-5-yl)prop-2-en-1-yl]oxy}sulfonic acid",0
3480,318.0586967,"C12H14O10","3,4,5-trihydroxy-6-(2,4,6-trihydroxyphenoxy)oxane-2-carboxylic acid",0
3481,318.0593615,"C16H15ClN2OS","Clotiazepam",0
3482,318.0640568,"C18H10N2O4","Melanin",0
3483,318.0739528,"C16H14O7","Tamarixetin",0
3484,318.0892089,"C20H14O4","Musanolone F",0
3485,318.095747,"C17H19ClN2S","Chlorpromazine",0
3486,318.1103383,"C17H18O6","4',7-Di-O-methylcatechin",0
3487,318.119127,"C14H17F3N2O3","fluvoxamino acid",0
3488,318.1328051,"C15H18N4O4","Asparaginyl-Tryptophan",0
3489,318.1467238,"C18H22O5","(S,E)-Zearalenone",0
3490,318.1555125,"C15H21F3N2O2","Fluvoxamine",0
3491,318.1831093,"C19H26O4","Ubiquinone-2",0
3492,318.2042387,"C16H30O6","L-Citronellol glucoside",0
3493,318.2055761,"C17H26N4O2","5-Hydroxyemedastine",0
3494,318.2194948,"C20H30O3","Leukotriene A4",0
3495,318.234751,"C24H30","Xylene",0
3496,318.2558803,"C21H34O2","Allopregnanolone",0
3497,319.0668323,"C8H18NO10P","N-Gluconyl ethanolamine phosphate",0
3498,319.0949751,"C9H23NO7P2","Ibandronate",0
3499,319.1089581,"C13H21NO6S","Salbutamol 4-O-sulfate",0
3500,319.1168207,"C15H17N3O5","Aspartyl-Tryptophan",0
3501,319.1332197,"C16H18FN3O3","Norfloxacin",0
3502,319.1815256,"C18H26ClN3","Chloroquine",0
3503,319.2048478,"C21H25N3","Latrepirdine",0
3504,319.2147438,"C19H29NO3","Homocapsaicin",0
3505,320.011933,"C15H10Cl2N2O2","Lorazepam",0
3506,320.0168319,"C14H8O9","3,4,8,9,10-pentahydroxy-6-oxo-6H-benzo[c]chromene-1-carboxylic acid",0
3507,320.032088,"C18H8O6","Erosnin",0
3508,320.0354593,"C15H12O6S","{2-hydroxy-5-[(2E)-3-phenylprop-2-enoyl]phenyl}oxidanesulfonic acid",0
3509,320.0532174,"C15H12O8","trans-3,3',4',5,5',7-Hexahydroxyflavanone",0
3510,320.0565886,"C12H16O8S","(5,6-dihydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-4-yl)oxidanesulfonic acid",0
3511,320.0718448,"C16H16O5S","{[(2E)-1-(4-methoxyphenyl)-3-phenylprop-2-en-1-yl]oxy}sulfonic acid",0
3512,320.0896029,"C16H16O7","3-p-Coumaroyl-1,5-quinolactone",0
3513,320.104859,"C20H16O4","2,3-Dihydro-2,3-dihydroxy-4-(4-methoxyphenyl)-1H-phenalen-1-one",0
3514,320.1219656,"C12H20N2O8","Isomugineic acid",0
3515,320.1259884,"C17H20O6","Mycophenolic acid",0
3516,320.1284686,"C15H17FN4O3","Enoxacin",0
3517,320.1372218,"C16H20N2O5","Formylfusarochromanone",0
3518,320.1471177,"C14H24O8","Valproic acid glucuronide",0
3519,320.1623739,"C18H24O5","Bis(2-methylpropanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene",0
3520,320.1987594,"C19H28O4","5'-Carboxy-alpha-chromanol",0
3521,320.2351449,"C20H32O3","5,6-Epoxy-8,11,14-eicosatrienoic acid",0
3522,320.2715304,"C21H36O2","3a,20b-Pregnanediol",0
3523,321.0590272,"C16H16ClNO2S","Clopidogrel",0
3524,321.0695957,"C11H15NO10","Beta-Citryl-L-glutamic acid",0
3525,321.0920625,"C9H15N5O8","2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6,7,8-tetrahydroxypterin",0
3526,321.099456,"C11H19N3O6S","L-L-Homoglutathione",0
3527,321.100108,"C19H15NO4","Berberrubine",0
3528,321.1068496,"C13H23NO4S2","S-Glutaryldihydrolipoamide",0
3529,321.1212373,"C16H19NO6","Niazirinin",0
3530,321.1364935,"C20H19NO3","2-[4-(3,4-Methylenedioxyphenyl)butyl]-4(1H)-quinolinone",0
3531,321.1437041,"C14H19N5O4","Famciclovir",0
3532,321.1510977,"C16H23N3O2S","N-desmethylalmotriptan",0
3533,321.1800896,"C15H23N5O3","Arginyl-Phenylalanine",0
3534,321.2303939,"C19H31NO3","Homodihydrocapsaicin",0
3535,321.2667794,"C20H35NO2","Alpha-Linolenoyl ethanolamide",0
3536,322.0123269,"C11H12Cl2N2O5","Chloramphenicol",0
3537,322.0244158,"C15H11ClO6","Cyanidin",0
3538,322.0324819,"C14H10O9","3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyloxy)benzoic acid",0
3539,322.0477381,"C18H10O6","7,7'-Dihydroxy-6,8'-bicoumarin",0
3540,322.0511092,"C15H14O6S","3-(3,7-dihydroxy-5-sulfino-3,4-dihydro-2H-1-benzopyran-2-yl)benzen-1-olate",0
3541,322.056602,"C10H15N2O8P","5-Thymidylic acid",0
3542,322.0657131,"C11H18N2O5S2","L-gamma-Glutamyl-S-allylthio-L-cysteine",0
3543,322.0688674,"C15H14O8","2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,4,5,7-tetrol",0
3544,322.0841236,"C19H14O5","4-(3,4-Dihydroxyphenyl)-2,3-dihydro-2,3-dihydroxy-1H-phenalen-1-one",0
3545,322.0874949,"C16H18O5S","[1-(4-methoxyphenyl)-3-phenylpropoxy]sulfonic acid",0
3546,322.0899968,"C12H18O10","Lepidimoic acid",0
3547,322.0953569,"C18H14N2O4","Flazine methyl ether",0
3548,322.1198571,"C12H22N2O6S","D-Pantothenoyl-L-cysteine",0
3549,322.1205091,"C20H18O4","Glabrene",0
3550,322.1317425,"C19H18N2O3","N6-cis-p-Coumaroylserotonin",0
3551,322.1376157,"C12H22N2O8","Avenic acid A",0
3552,322.1503694,"C20H22N2S","Mequitazine",0
3553,322.1627678,"C14H26O8","Butyl (S)-3-hydroxybutyrate glucoside",0
3554,322.1780239,"C18H26O5","Zeranol",0
3555,322.2144094,"C19H30O4","(S)-[8]-Gingerol",0
3556,322.240899,"C22H30N2","Aprindine",0
3557,322.250795,"C20H34O3","15(S)-Hydroxyeicosatrienoic acid",0
3558,323.051851,"C9H14N3O8P","Cytidine monophosphate",0
3559,323.0674872,"C11H17NO8S","a-Methyldopa mono-O-sulfate",0
3560,323.0937732,"C17H14ClN5","desmethyladinazolam",0
3561,323.0979995,"C19H17NO2S","Tazarotenic acid",0
3562,323.115758,"C19H17NO4","(S)-Neolitsine",0
3563,323.1303622,"C15H21N3O3S","Gliclazide",0
3564,323.1521435,"C20H21NO3","Koenigicine",0
3565,323.2096584,"C18H29NO4","N-Jasmonoylisoleucine",0
3566,323.2824294,"C20H37NO2","Linoleoyl ethanolamide",0
3567,323.3188149,"C21H41NO","N-(14-Methylhexadecanoyl)pyrrolidine",0
3568,323.9570358,"C8H11Cl3O7","Trichloroethanol glucuronide",0
3569,324.0272191,"C10H16N2O4S3","Dorzolamide",0
3570,324.0303739,"C14H12O7S","{4-[(E)-2-(2,3,5-trihydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid",0
3571,324.0358665,"C9H13N2O9P","Uridine 5'-monophosphate",0
3572,324.0400659,"C15H13ClO6","6-Chlorocatechin",0
3573,324.0633881,"C18H12O6","Grevilline A",0
3574,324.0667594,"C15H16O6S","{3-[2-(3-hydroxy-5-methoxyphenyl)ethyl]phenyl}oxidanesulfonic acid",0
3575,324.0777888,"C17H13ClN4O","Alpha-hydroxyalprazolam",0
3576,324.0845175,"C15H16O8","Mahaleboside",0
3577,324.0997736,"C19H16O5","S-6-Hydroxywarfarin",0
3578,324.1029409,"C19H17ClN2O","Prazepam",0
3579,324.105392,"C10H28Cl2N2OP2","Polixetonium chloride",0
3580,324.1143778,"C15H20N2O4S","Acetohexamide",0
3581,324.120903,"C16H20O7","3,4,5-trihydroxy-6-{[(2E)-2-methyl-3-phenylprop-2-en-1-yl]oxy}oxane-2-carboxylic acid",0
3582,324.1337897,"C13H25O7P","DHAP(10:0)",0
3583,324.1361591,"C20H20O4","(E)-2',4,4'-Trihydroxy-3-prenylchalcone",0
3584,324.1473925,"C19H20N2O3","Dolasetron",0
3585,324.1532658,"C12H24N2O8","Galactosylhydroxylysine",0
3586,324.1546032,"C13H20N6O4","Valaciclovir",0
3587,324.1572885,"C17H24O6","AF Toxin II",0
3588,324.1637915,"C20H21FN2O","Escitalopram",0
3589,324.1725446,"C21H24O3","2,3-Epoxymenaquinone",0
3590,324.183778,"C20H24N2O2","Quinine",0
3591,324.193674,"C18H28O5","Lactapiperanol D",0
3592,324.2089301,"C22H28O2","Etonogestrel",0
3593,324.2300595,"C19H32O4","1-Acetoxy-2-hydroxy-16-heptadecyn-4-one",0
3594,324.266445,"C20H36O3","(Z)-15-Oxo-11-eicosenoic acid",0
3595,324.3028305,"C21H40O2","6,8-Heneicosanedione",0
3596,324.3756015,"C23H48","Tricosane",0
3597,325.0303306,"C11H11N5O3S2","Urothion",0
3598,325.0782033,"C18H13ClFN3","Midazolam",0
3599,325.0797665,"C14H15NO8","Dihyroxy-1H-indole glucuronide I",0
3600,325.0950226,"C18H15NO5","Avenanthramide L",0
3601,325.1008958,"C11H19NO10","N-Glycolylneuraminic acid",0
3602,325.1314081,"C19H19NO4","Nornantenine",0
3603,325.1372813,"C12H23NO9","2-O-alpha-D-Galactopyranosyl-1-deoxynojirimycin",0
3604,325.1460123,"C15H23N3O3S","Amdinocillin",0
3605,325.1525375,"C16H23NO6","Monocrotaline",0
3606,325.1677936,"C20H23NO3","Simulenoline",0
3607,325.179027,"C19H23N3O2","Ergonovine",0
3608,325.2041791,"C21H27NO2","Norpropoxyphene",0
3609,325.2075499,"C18H31NO2S","Farnesylcysteine",0
3610,325.2253085,"C18H31NO4","10-Nitrolinoleic acid",0
3611,325.2266459,"C19H27N5","Dapiprazole",0
3612,325.2405646,"C22H31NO","Tolterodine",0
3613,325.2980795,"C20H39NO2","N-Oleoylethanolamine",0
3614,325.8529303,"C2H6Fe2N4O4S2","Bis(m-methanethiolato)tetranitrosyldiiron",0
3615,325.9861122,"C13H8Cl2N2O4","Niclosamide",0
3616,326.0315301,"C9H12FN2O8P","5-Fluorodeoxyuridine monophosphate",0
3617,326.0426527,"C17H10O7","13,14-dihydroxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0<U+00A9><U+00A7><U+00BA><U+0088>,<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>Z.0<U+00A9><U+00A7><U+00BA>g<U+00A9><U+00A7><U+00BA>g,<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>f]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-5-yl acetate",0
3618,326.046024,"C14H14O7S","{[4-(7-methoxy-2-oxo-2H-chromen-6-yl)but-3-en-2-yl]oxy}sulfonic acid",0
3619,326.0485259,"C10H14O12","2-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-3-hydroxybutanedioic acid",0
3620,326.063782,"C14H14O9","Fertaric acid",0
3621,326.0790382,"C18H14O6","Dihydrosterigmatocystin",0
3622,326.0849114,"C11H18O11","3-O-alpha-D-Glucopyranuronosyl-D-xylose",0
3623,326.1001676,"C15H18O8","trans-o-Coumaric acid 2-glucoside",0
3624,326.1114009,"C14H18N2O7","Humilixanthin",0
3625,326.1154237,"C19H18O5","1,5-Dihydroxy-3-methoxy-2-prenylxanthone",0
3626,326.1212969,"C12H22O10","2-O-a-L-Fucopyranosyl-galactose",0
3627,326.1226343,"C13H18N4O6","6,7-Dimethyl-8-(1-D-ribityl)lumazine",0
3628,326.1298243,"C18H19ClN4","Clozapine",0
3629,326.1300279,"C15H22N2O4S","Hydroxyhexamide",0
3630,326.1365531,"C16H22O7","1-Methoxy-3-(4-hydroxyphenyl)-2E-propenal 4'-glucoside",0
3631,326.145284,"C19H22N2OS","Acepromazine",0
3632,326.1518092,"C20H22O4","(+)-Galeon",0
3633,326.1630426,"C19H22N2O3","Alkaloid AQC2",0
3634,326.1881947,"C21H26O3","Isoacitretin",0
3635,326.1915655,"C18H30O3S","2-Dodecylbenzenesulfonic acid",0
3636,326.1940679,"C14H30O8","Heptaethylene glycol",0
3637,326.1994281,"C20H26N2O2","Ajmaline",0
3638,326.2093241,"C18H30O5","(3b,6b,8a,12a)-8,12-Epoxy-7(11)-eremophilene-6,8,12-trimethoxy-3-ol",0
3639,326.2245802,"C22H30O2","15beta-Hydroxydesogestrel",0
3640,326.2457096,"C19H34O4","1-Acetoxy-2-hydroxy-16-heptadecen-4-one",0
3641,326.3184806,"C21H42O2","Homophytanic acid",0
3642,326.3548661,"C22H46O","Docosanol",0
3643,327.0065133,"C14H11Cl2NO4","Diloxanide",0
3644,327.0954165,"C14H17NO8","Acetaminophen glucuronide",0
3645,327.1106727,"C18H17NO5","N-(4-Hydroxycinnamoyl)tyrosine",0
3646,327.1138399,"C18H18ClN3O","Loxapine",0
3647,327.131802,"C15H21NO7","N-(1-Deoxy-1-fructosyl)phenylalanine",0
3648,327.1470582,"C19H21NO4","Naloxone",0
3649,327.1582916,"C18H21N3O3","N1-(2-Methoxy-4-methylbenzyl)-n2-(2-(pyridin-2-yl) ethyl)oxalamide",0
3650,327.1834437,"C20H25NO3","(+)-O-Methylarmepavine",0
3651,327.2198292,"C21H29NO2","Butorphanol",0
3652,327.2409585,"C18H33NO4","(9E)-10-nitrooctadecenoic Acid",0
3653,327.2773441,"C19H37NO3","Margaroylglycine",0
3654,327.3137296,"C20H41NO2","Stearoylethanolamide",0
3655,327.3249629,"C19H41N3O","N-Heptanoylsolamine",0
3656,328.0517776,"C16H12N2O4S","Orange I",0
3657,328.0583027,"C17H12O7","2,3-Epoxyaflatoxin B1",0
3658,328.061674,"C14H16O7S","{[4-(7-methoxy-2-oxo-2H-chromen-6-yl)butan-2-yl]oxy}sulfonic acid",0
3659,328.063011,"C15H12N4O3S","Cabbage identification factor 2",0
3660,328.0729069,"C13H16N2O6S","6-Sulfatoxymelatonin",0
3661,328.0794321,"C14H16O9","6-[3-(carboxymethyl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0
3662,328.0946882,"C18H16O6","Zapotinin",0
3663,328.1018989,"C12H16N4O7","7-Hydroxy-6-methyl-8-ribityl lumazine",0
3664,328.1158176,"C15H20O8","Ethylvanillin glucoside",0
3665,328.1310738,"C19H20O5","Acutilobin",0
3666,328.135782,"C17H20N4OS","7-hydroxyolanzapine",0
3667,328.1423071,"C18H20N2O4","Phenylalanyl-Tyrosine",0
3668,328.145678,"C15H24N2O4S","Tiapride",0
3669,328.1522031,"C16H24O7","Cymorcin monoglucoside",0
3670,328.1609341,"C19H24N2OS","Methotrimeprazine",0
3671,328.1674593,"C20H24O4","5-Hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenyl-3-heptanone",0
3672,328.1786926,"C19H24N2O3","Labetalol",0
3673,328.189926,"C18H24N4O2","7-hydroxygranisetron",0
3674,328.2038448,"C21H28O3","Megestrol",0
3675,328.2249741,"C18H32O5","Corchorifatty acid F",0
3676,328.2402303,"C22H32O2","Docosahexaenoic acid",0
3677,328.2514637,"C21H32N2O","Stanozolol",0
3678,328.2613596,"C19H36O4","MG(0:0/16:1(9Z)/0:0)",0
3679,328.2977451,"C20H40O3","Polyoxyethylene 40 monostearate",0
3680,328.3341307,"C21H44O2","1,21-Heneicosanediol",0
3681,329.0333967,"C13H13Cl2N3O3","Iprodione",0
3682,329.0511071,"C14H10F3NO5","Nitisinone",0
3683,329.0520506,"C10H20NO5PS2","Mecarbam",0
3684,329.0525197,"C10H12N5O6P","Cyclic AMP",0
3685,329.0899372,"C17H15NO6","(Z)-N-Feruloyl-5-hydroxyanthranilic acid",0
3686,329.0931045,"C17H16ClN3O2","7-Hydroxyamoxapine",0
3687,329.1110666,"C14H19NO8","Dopamine glucuronide",0
3688,329.1263227,"C18H19NO5","N-trans-Feruloyloctopamine",0
3689,329.1427217,"C19H20FNO3","Paroxetine",0
3690,329.1627082,"C19H23NO4","(S)-Reticuline",0
3691,329.1990937,"C20H27NO3","Trilostane",0
3692,329.2202231,"C17H31NO5","6-Keto-decanoylcarnitine",0
3693,329.2566086,"C18H35NO4","4,8 Dimethylnonanoyl carnitine",0
3694,329.2929941,"C19H39NO3","Dihydroceramide",0
3695,330.0077199,"C12H11ClN2O5S","Furosemide",0
3696,330.0124152,"C14H6N2O8","Pyrroloquinoline quinone",0
3697,330.0326684,"C17H12Cl2N2O","(<U+00A9><d0>?)-Fenarimol",0
3698,330.0360662,"C10H19O6PS2","Malathion",0
3699,330.0365352,"C10H11N4O7P","Inosine 2',3'-cyclic phosphate",0
3700,330.0375673,"C16H10O8","Blighinone",0
3701,330.0409386,"C13H14O8S","[2-hydroxy-1-(7-hydroxy-1-oxo-1H-isochromen-3-yl)butoxy]sulfonic acid",0
3702,330.0586967,"C13H14O10","6-(4-carboxy-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",0
3703,330.0600341,"C14H10N4O6","5-Hydroxydantrolene",0
3704,330.0739528,"C17H14O7","3,7-Dimethylquercetin",0
3705,330.0773241,"C14H18O7S","2-hydroxy-3-[3-(3-methylbut-2-en-1-yl)-4-(sulfooxy)phenyl]propanoic acid",0
3706,330.0885575,"C13H18N2O6S","N-(4-aminobutyl)-3-[4-hydroxy-3-(sulfooxy)phenyl]prop-2-enimidic acid",0
3707,330.0950822,"C14H18O9","3'-Glucosyl-2',4',6'-trihydroxyacetophenone",0
3708,330.1103383,"C18H18O6","Aflatoxin B1 dialcohol",0
3709,330.1314677,"C15H22O8","(<U+00A9><d0>?)-threo-1-(p-Hydroxyphenyl)propylene glycol 4'-glucoside",0
3710,330.1328051,"C16H18N4O4","Pseudomonine",0
3711,330.1401991,"C18H22N2O2S","Oxomemazine",0
3712,330.1467238,"C19H22O5","Gibberellin A105",0
3713,330.1498911,"C19H23ClN2O","Clomipramine N-oxide",0
3714,330.1678532,"C16H26O7","Picrocrocin",0
3715,330.1831093,"C20H26O4","Carnosol",0
3716,330.2127867,"C12H26N8O3","Arginyl-Arginine",0
3717,330.2194948,"C21H30O3","Deoxycorticosterone",0
3718,330.2406242,"C18H34O5","9,12,13-TriHOME",0
3719,330.2558803,"C22H34O2","Docosapentaenoic acid (22n-6)",0
3720,330.2770097,"C19H38O4","MG(0:0/16:0/0:0)",0
3721,330.2922658,"C23H38O","3-(10-Heptadecenyl)phenol",0
3722,330.9908318,"C8H8F3N3O4S2","Hydroflumethiazide",0
3723,331.0626766,"C15H13N3O4S","Piroxicam",0
3724,331.0681697,"C10H14N5O6P","Deoxyadenosine monophosphate",0
3725,331.0817778,"C17H15O7","3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-5H-chromen-5-yl",0
3726,331.0844579,"C20H13NO4","Sanguinarine",0
3727,331.0990621,"C16H17N3O3S","5'-O-Desmethyl omeprazole",0
3728,331.1042277,"C18H18FNO2S","R-95913",0
3729,331.1055873,"C17H17NO6","Citbrasine",0
3730,331.1136663,"C12H21N5O2S2","Nizatidine",0
3731,331.1240313,"C10H17N7O6","N'-Hydroxyneosaxitoxin",0
3732,331.1332197,"C17H18FN3O3","Ciprofloxacin",0
3733,331.1419728,"C18H21NO5","2,4,5-trihydroxy-5-(methylamino)-3,4-diphenylpentanoic acid",0
3734,331.156577,"C14H25N3O4S","Alitame",0
3735,331.1783583,"C19H25NO4","Pandamarilactone 31",0
3736,331.1895917,"C18H25N3O3","5-hydroxy saxagliptin",0
3737,331.1936144,"C23H25NO","Bicyclomahanimbicine",0
3738,331.2107211,"C15H29N3O5","Marimastat",0
3739,331.2147438,"C20H29NO3","2-[Octahydro-4,7-dimethyl-1-oxocyclopenta[c]pyran-3-yl]nepetalactam",0
3740,331.2358732,"C17H33NO5","3-hydroxydecanoyl carnitine",0
3741,332.0521853,"C10H13N4O7P","dIMP",0
3742,332.0532174,"C16H12O8","Patuletin",0
3743,332.0684735,"C20H12O5","Fluorescein",0
3744,332.0743467,"C13H16O10","6-Galloylglucose",0
3745,332.0896029,"C17H16O7","3,4',5-Trihydroxy-3',7-dimethoxyflavanone",0
3746,332.1107322,"C14H20O9","Leonuriside A",0
3747,332.1219656,"C13H20N2O8","Mytilin A",0
3748,332.1234864,"C22H20OS","(2,3-diphenylcyclopropyl)methyl Phenyl Sulfoxide",0
3749,332.1259884,"C18H20O6","3,3'-Dihydroxy-4',5,7-trimethoxyflavan",0
3750,332.133199,"C12H20N4O7","Zanamivir",0
3751,332.1347771,"C15H19F3N2O3","meta-O-Dealkylated flecainide",0
3752,332.1484551,"C16H20N4O4","Glutaminyltryptophan",0
3753,332.1583511,"C14H24N2O7","Spectinomycin",0
3754,332.1623739,"C19H24O5","(R)-Marmin",0
3755,332.1835033,"C16H28O7","Unshuoside A",0
3756,332.1848407,"C17H24N4O3","Lysyl-Tryptophan",0
3757,332.1987594,"C20H28O4","Carnosic acid",0
3758,332.2351449,"C21H32O3","16-a-Hydroxypregnenolone",0
3759,332.2562743,"C18H36O5","9,10,13-Trihydroxystearic acid",0
3760,332.2715304,"C22H36O2","Adrenic acid",0
3761,333.0188225,"C8H15NO9S2","Methyl glucosinolate",0
3762,333.0548009,"C15H13Cl2N5","Robenidine",0
3763,333.0994563,"C12H19N3O6S","Glutathione episulfonium ion",0
3764,333.1324707,"C16H19N3O5","Glutamyltryptophan",0
3765,333.1488697,"C17H20FN3O3","Pefloxacin",0
3766,333.2092645,"C23H27NO","Mahanimbinol",0
3767,333.3031649,"C22H39NO","2,4,12-Octadecatrienoic acid isobutylamide",0
3768,333.9817087,"C11H10O8S2","Menadiol disulfate",0
3769,334.0007404,"C11H12O8P2","2-Methyl-1,4-naphthalenediol bis(dihydrogen phosphate)",0
3770,334.0147238,"C15H10O7S","[3-(7-hydroxy-4-oxo-4H-chromen-2-yl)phenyl]oxidanesulfonic acid",0
3771,334.0275831,"C16H12Cl2N2O2","Lormetazepam",0
3772,334.0324819,"C15H10O9","3,3',4',5,6,7,8-Heptahydroxyflavone",0
3773,334.0358527,"C12H14O9S","5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-O-methyl-O-sulphate",0
3774,334.0511093,"C16H14O6S","[2-(benzoyloxy)-5-(prop-2-en-1-yl)phenyl]oxidanesulfonic acid",0
3775,334.056602,"C11H15N2O8P","Nicotinamide ribotide",0
3776,334.066498,"C9H19O11P","1-(sn-Glycero-3-phospho)-1D-myo-inositol",0
3777,334.0688674,"C16H14O8","Xanthotoxol arabinoside",0
3778,334.0884337,"C17H16ClFN2O2","Progabide",0
3779,334.0906616,"C17H19ClN2OS","Chlorpromazine-N-oxide",0
3780,334.0987278,"C16H18N2O4S","Penicillin G",0
3781,334.1012302,"C12H18N2O9","(S)-a-Amino-2,5-dihydro-5-oxo-4-isoxazolepropanoic acid N2-glucoside",0
3782,334.1052529,"C17H18O7","Mukurozidiol",0
3783,334.1124429,"C22H19ClO","4-(4-chloro-1,2-diphenylbut-1-en-1-yl)phenol",0
3784,334.1164863,"C16H18N2O6","Cappariloside A",0
